id;tag_id;printed_nr;user_nr
349;2336378912;349;349
350;2269270048;350;350
351;3292487712;351;351
352;2856271904;352;352
353;3191816224;353;353
354;1312833568;354;354
355;4064296992;355;355
356;1145200672;356;356
357;3493945376;357;357
358;1447116832;358;358
359;2789294112;359;359
360;3544272928;360;360
361;2655010848;361;361
362;2990555168;362;362
363;1111572512;363;363
364;323112992;364;364
365;2453749792;365;365
366;3795927072;366;366
367;1329745952;367;367
368;3745665056;368;368
369;1346527264;369;369
370;3225509920;370;370
371;2889965600;371;371
372;2285854752;372;372
373;1950310432;373;373
374;943874080;374;374
375;239091744;375;375
376;4064231456;376;376
377;2923446304;377;377
378;1178681376;378;378
379;1279418400;379;379
380;3158401056;380;380
381;2957074464;381;381
382;2218745888;382;382
383;1849638944;383;383
384;4131340320;384;384
385;306200608;385;385
386;256004128;386;386
387;2386640928;387;387
388;3728818208;388;388
389;876634144;389;389
390;1463898144;390;390
391;591548448;391;391
392;3812773920;392;392
393;2856337440;393;393
394;1212309536;394;394
395;3091292192;395;395
396;3024183328;396;396
397;2151637024;397;397
398;1916747808;398;398
399;37765152;399;399
400;373309472;400;400
401;2789228576;401;401
402;188895264;402;402
403;2319532064;403;403
404;3661709344;404;404
405;524439584;405;405
406;3879882784;406;406
407;1245790240;407;407
408;306266144;408;408
409;3594534944;409;409
410;1849704480;410;410
411;3661578272;411;411
412;775962656;412;412
413;2319400992;413;413
414;3091161120;414;414
415;3762249760;415;415
416;3829489696;416;416
417;172048416;417;417
418;3460317216;418;418
419;843137056;419;419
420;4148252704;420;420
421;3326165024;421;421
422;1983987744;422;422
423;1866616864;423;423
424;3544338464;424;424
425;876765216;425;425
426;3762380832;426;426
427;2755616800;427;427
428;2252292128;428;428
429;4265558048;429;429
430;708853792;430;430
431;2453684256;431;431
432;3527426080;432;432
433;2520793120;433;433
434;3057664032;434;434
435;977354784;435;435
436;457330720;436;436
437;2587967520;437;437
438;3930144800;438;438
439;1531072544;439;439
440;3611447328;440;440
441;1480744992;441;441
442;3359727648;442;442
443;2755747872;443;443
444;2420072480;444;444
445;2084528160;445;445
446;2688639008;446;446
447;3930013728;447;447
448;104874016;448;448
449;2587901984;449;449
450;1044463648;450;450
451;3124772896;451;451
452;2487181344;452;452
453;390221856;453;453
454;2520858656;454;454
455;3863035936;455;455
456;1396854816;456;456
457;3963641888;457;457
458;3678556192;458;458
459;1413636128;459;459
460;3292618784;460;460
461;2822856736;461;461
462;2352963616;462;462
463;2017419296;463;463
464;3997122592;464;464
465;171982880;465;465
466;2554355744;466;466
467;809525280;467;467
468;54677536;468;468
469;2185314336;469;469
470;3527491616;470;470
471;1665290272;471;471
472;3343011872;472;472
473;1078091808;473;473
474;3561054240;474;474
475;2621530144;475;475
476;2554290208;476;476
477;2050965536;477;477
478;3795796000;478;478
479;507527200;479;479
480;2252357664;480;480
481;3326099488;481;481
482;708919328;482;482
483;4282470432;483;483
484;2118205472;484;484
485;3460382752;485;485
486;1732399136;486;486
487;3410120736;487;487
488;1010982944;488;488
489;3628163104;489;489
490;2554421280;490;490
491;2621399072;491;491
492;2118074400;492;492
493;3862904864;493;493
494;4030750752;494;494
495;2487246880;495;495
496;3695206432;496;496
497;2218811424;497;497
498;1212178464;498;498
499;1665224736;499;499
500;3007402016;500;500
510;1983856672;510;510
511;3728687136;511;511
512;440418336;512;512
513;2185248800;513;513
514;3191881760;514;514
515;515;515;515
516;641810464;516;516
517;574636064;517;517
518;2319466528;518;518
519;3393208352;519;519
520;776028192;520;520
521;4232142880;521;521
